index,text,audio_path
6088,sky travel six six one descend four thousand feet qnh one zero one nine one zer,audio_files/audio_6088.wav
6089,one three four eight seven five lufthansa one papa kilo thank you bye,audio_files/audio_6089.wav
6090,knots,audio_files/audio_6090.wav
6091,wizz air five nine one taxi holding point runway three one,audio_files/audio_6091.wav
6092,wizz air four xray zulu reduce speed two zero zero knots,audio_files/audio_6092.wav
6093,descending level one hundred sky travel six six,audio_files/audio_6093.wav
6094,continue via delta to holding point runway one three,audio_files/audio_6094.wav
6095,c india,audio_files/audio_6095.wav
6096,sa zero,audio_files/audio_6096.wav
6097,lufthansa zero nine hotel praha radar contact,audio_files/audio_6097.wav
6098,four five zero two we are standing by for climb level three eight zero as final,audio_files/audio_6098.wav
6099,descending nine zero and radar one one nine zero two mike charlie,audio_files/audio_6099.wav
6100,good evening iberia three eight one one praha radar contact direct oscar kilo golf,audio_files/audio_6100.wav
6101,bye,audio_files/audio_6101.wav
6102,flight level nine zero present heading vectoring for three one csa seven bravo juliett,audio_files/audio_6102.wav
6103,ruzyne tower good,audio_files/audio_6103.wav
6104,oscar charlie kilo descend to five thousand feet qnh one zero two one,audio_files/audio_6104.wav
6105,quality eight nine sierra good morning,audio_files/audio_6105.wav
6106,lufthansa nine whiskey tango contact praha radar one two zero decimal two seven five,audio_files/audio_6106.wav
6107,morning lufthansa seven eight seven heavy radar radar contact descend to flight level one zero zero information quebec,audio_files/audio_6107.wav
6108,climb flight level eight zero csa zero two six,audio_files/audio_6108.wav
6109,yangtze river seven four six zero contact radar one one eight decimal three seven five good bye,audio_files/audio_6109.wav
6110,csa four bravo echo contact vienna one three four decimal four four zero good bye,audio_files/audio_6110.wav
6111,time check one eight,audio_files/audio_6111.wav
6112,tarom one three five two contact praha radar one two zero decimal two seven fi,audio_files/audio_6112.wav
6113,seven decimal eight two five csa two,audio_files/audio_6113.wav
6114,praha radar good morning sky,audio_files/audio_6114.wav
6115,descending flight level seven zero csa two delta lima,audio_files/audio_6115.wav
6116,nav checker five one one roger qnh one zero one seven reported in and go,audio_files/audio_6116.wav
6117,two nine six contact praha radar one two seven eight two five praha radar one two seven eight two,audio_files/audio_6117.wav
6118,praha beair one four one three thousand one one,audio_files/audio_6118.wav
6119,csa five zero five praha radar contact descend to flight level,audio_files/audio_6119.wav
6120,one eight romeo golf turn left heading zero four zero to base,audio_files/audio_6120.wav
6121,ruzyne tower c,audio_files/audio_6121.wav
6122,ryan air two uniform echo proceed direct to lag,audio_files/audio_6122.wav
6123,four thousand feet,audio_files/audio_6123.wav
6124,lufthansa three romeo kilo right heading one one zero cleared ils one three,audio_files/audio_6124.wav
6125,turn left one zero degrees descend flight level one three zero csa three zero three,audio_files/audio_6125.wav
6126,praha good morning air berlin three one two charlie pa,audio_files/audio_6126.wav
6127,bratislava one three four four seven five viking three zero five good bye,audio_files/audio_6127.wav
6128,cathay zero six eight squawk one four six zero and climb to flight level three five zero,audio_files/audio_6128.wav
6129,reach six eight three praha radar contact descend flight level three one zero,audio_files/audio_6129.wav
6130,lufthansa seven six one descend flight level three one zero to cross rapet at level,audio_files/audio_6130.wav
6131,ruzyne tower from csa seven zero two,audio_files/audio_6131.wav
6132,praha sierra victor alfa request flight level one three zero due to,audio_files/audio_6132.wav
6133,hello turkish one seven seven zero praha radar radar contact climb flight level one six zero no speed limit,audio_files/audio_6133.wav
6134,zurich tower legend one two zero two good afternoon established ils one four,audio_files/audio_6134.wav
6135,good afternoon austrian three seven five alfa praha radar contact climb flight level three four zero,audio_files/audio_6135.wav
6136,three three two eight five baltic six mike charlie,audio_files/audio_6136.wav
6137,praha sierra papa romeo alfa echo on direct artup flight level one hundred squawk seven two three two,audio_files/audio_6137.wav
6138,lux air seven five six one contact praha one two seven decimal one two five g,audio_files/audio_6138.wav
6139,and request,audio_files/audio_6139.wav
6140,ing level seven zero and present heading vectors for ils three one csa four yankee alfa,audio_files/audio_6140.wav
6141,departure own discretion two five next zero seven sorry for leaving heli hotel yankee,audio_files/audio_6141.wav
6142,csa four echo runway thirty one cleared for takeoff,audio_files/audio_6142.wav
6143,eight one bye bye,audio_files/audio_6143.wav
6144,papa charlie,audio_files/audio_6144.wav
6145,climbing flight level three four zero csa eight zero four,audio_files/audio_6145.wav
6146,aerosvit two zero nine departing,audio_files/audio_6146.wav
6147,descend to flight level eight zero donavia three zero five,audio_files/audio_6147.wav
6148,ce one eight five level,audio_files/audio_6148.wav
6149,zero one,audio_files/audio_6149.wav
6150,cleared for takeoff,audio_files/audio_6150.wav
6151,lot five two five turn left heading one six zero cleared for ils approach runway one three speed one seven zero,audio_files/audio_6151.wav
6152,expect in about ten minutes after passing odnem,audio_files/audio_6152.wav
6153,csa four victor papa runway three one cleared for takeoff wind calm runway three one cleared for takeoff csa four victor papa,audio_files/audio_6153.wav
6154,csa nine two seven i suppose one one pattern at evemi,audio_files/audio_6154.wav
6155,csa four kilo papa line up runway three one,audio_files/audio_6155.wav
6156,sky travel one zero three eight proceed direct to rapet,audio_files/audio_6156.wav
6157,runway three one o,audio_files/audio_6157.wav
6158,oscar india mike,audio_files/audio_6158.wav
6159,csa nine se,audio_files/audio_6159.wav
6160,descending flight level one five zero and from present position direct somis,audio_files/audio_6160.wav
6161,csa five zero five continue approach,audio_files/audio_6161.wav
6162,continue approach sky travel one zero three nine,audio_files/audio_6162.wav
6163,shamrock six seven xray keep rate of climb one thousand or more,audio_files/audio_6163.wav
6164,praha csa six two three passing flight level one seven one descending one three zero golop one papa,audio_files/audio_6164.wav
6165,ank you direct to and no speed limit csa four yankee alfa,audio_files/audio_6165.wav
6166,o can you just confirm,audio_files/audio_6166.wav
6167,one four six one is on and climbing level three three zero lufthansa seven two si,audio_files/audio_6167.wav
6168,one one eight decimal one good bye smartwing one zero seven papa,audio_files/audio_6168.wav
6169,jobair zero five one papa descend four thousand feet qnh one zero two three cleared ils runway three one,audio_files/audio_6169.wav
6170,stand bye sec,audio_files/audio_6170.wav
6171,csa five seven three contact radar one one nine decimal zero,audio_files/audio_6171.wav
6172,we re climb flight level three four zero lot three,audio_files/audio_6172.wav
6173,litavia five seven two roger contact ostrava one two five decimal one good bye two five decimal one bye,audio_files/audio_6173.wav
6174,and tower sky travel one one nine two,audio_files/audio_6174.wav
6175,praha radar,audio_files/audio_6175.wav
6176,squawking one four fi,audio_files/audio_6176.wav
6177,beline seven zero victor proceed direct to rapet,audio_files/audio_6177.wav
6178,csa five one seven runway three one clear to land wind one six zero degrees four knots,audio_files/audio_6178.wav
6179,two romeo golf,audio_files/audio_6179.wav
6180,tower good morning qality eight nine sierra is established runway,audio_files/audio_6180.wav
6181,direct,audio_files/audio_6181.wav
6182,left heading one six zero clear ils runway,audio_files/audio_6182.wav
6183,ruzyne csa five one seven establsih,audio_files/audio_6183.wav
6184,lufthansa nine echo lima contact praha radar one two zero decimal two seven five good day two zero two seven five lufthansa nine echo lima,audio_files/audio_6184.wav
6185,air china nine six one when ready descend to flight level two five zero reach level by kolad,audio_files/audio_6185.wav
6186,three one base leg one seven eight two,audio_files/audio_6186.wav
6187,radar good afternoon scandinavian four seven five nine level,audio_files/audio_6187.wav
6188,csa five bravo b line up runway,audio_files/audio_6188.wav
6189,hotel oscar yankee request orbit to the right for spacing,audio_files/audio_6189.wav
6190,level,audio_files/audio_6190.wav
6191,lufthansa six kilo yankee descend flight level three zero zero level by rapet lufthansa six kilo yankee descend flight level three hundred level by rapet,audio_files/audio_6191.wav
6192,two zero two seven five good day easy two five eight quebec good bye,audio_files/audio_6192.wav
6193,two one zero,audio_files/audio_6193.wav
6194,down to flight level seven zero nor shuttle one,audio_files/audio_6194.wav
6195,pect shortcut by,audio_files/audio_6195.wav
6196,one three one three five thank you bye bye austrian one three two juliett,audio_files/audio_6196.wav
6197,ground hello royal air maroc three five two stand echo four six fully ready,audio_files/audio_6197.wav
6198,good day hotel zulu mike sierra four praha radar contact descend flight level one zero zero information papa two five zero knots,audio_files/audio_6198.wav
6199,german cargo five five zero conta,audio_files/audio_6199.wav
6200,cargo lux seven eight five hello praha radar contact,audio_files/audio_6200.wav
6201,csa six bravo charlie contact ruzyne ground one two one decimal nine one two one decimal nine six bravo charlie,audio_files/audio_6201.wav
6202,air berlin three one two charlie praha hello radar contact climb to flight level three four zero and confirm requested cruising level,audio_files/audio_6202.wav
6203,malev eight two five contact praha radar one two seven decimal eight two five and fly direct to,audio_files/audio_6203.wav
6204,eight seven zero flight level three seven,audio_files/audio_6204.wav
6205,lufthansa seven seven papa climb flight level three four zero request flight level standby,audio_files/audio_6205.wav
6206,continue approach,audio_files/audio_6206.wav
6207,one two eight zero seven,audio_files/audio_6207.wav
6208,copied that polom runway zero four britavia five,audio_files/audio_6208.wav
6209,scandinavian four seven five nine praha good day radar contact,audio_files/audio_6209.wav
6210,ruzyne tower easy six eight kilo papa good evening taxiing foxtrot one three ready hello easy six eight kilo papa ruzyne tower stop at holding point number two,audio_files/audio_6210.wav
6211,zero,audio_files/audio_6211.wav
6212,one three three three nine zero good day one one five quebec,audio_files/audio_6212.wav
6213,two three kilo alfa speed one six zero,audio_files/audio_6213.wav
6214,csa five papa charlie still number one cleared for visual approach runway one three,audio_files/audio_6214.wav
6215,wizz air five three zero runway three one cleared for takeoff wind one eight zero degrees three knots traffic four miles final,audio_files/audio_6215.wav
6216,speed bird eight six zero praha radar hello radar contact descend flight level one three zero information oscar high speed approved,audio_files/audio_6216.wav
6217,three four eight seven five,audio_files/audio_6217.wav
6218,csa two seven reduce speed to one seven zero knots or less contact tower one one eight decimal one,audio_files/audio_6218.wav
6219,yes climb and maintain flight level eight zero,audio_files/audio_6219.wav
6220,for runway three one,audio_files/audio_6220.wav
6221,sky travel one one nine two ruzyne tower startup and,audio_files/audio_6221.wav
6222,descending two nine,audio_files/audio_6222.wav
6223,descend flight level one zero zero no speed restricti,audio_files/audio_6223.wav
6224,camber zero four two nine when ready descend flight level two eight zero level by hotel delta oscar,audio_files/audio_6224.wav
6225,and requesting flight level three six zero wizz air four papa romeo roger thank you,audio_files/audio_6225.wav
6226,we are cleared flight level one,audio_files/audio_6226.wav
6227,cleared for takeoff three one,audio_files/audio_6227.wav
6228,praha controle good morning iberia three eight zero nine flight level three two zero,audio_files/audio_6228.wav
6229,csa four nine three runway three one clear to land wind zero seven zero degrees two knot,audio_files/audio_6229.wav
6230,ree zero luf,audio_files/audio_6230.wav
6231,one one nine zero,audio_files/audio_6231.wav
6232,sky travel one zero three four request ta,audio_files/audio_6232.wav
6233,one three three three nine zero singapoore three two five confirm,audio_files/audio_6233.wav
6234,one three lot five two five,audio_files/audio_6234.wav
6235,land wind two zero zero degrees,audio_files/audio_6235.wav
6236,say again for iberia three eight zero eight,audio_files/audio_6236.wav
6237,lufthansa one four nine three praha hello radar contact continue descend flight level three hundred,audio_files/audio_6237.wav
6238,two thousand fee,audio_files/audio_6238.wav
6239,flight level nine zero swiss four six one,audio_files/audio_6239.wav
6240,csa four eight zero radar radar contact climb flight level one six zero,audio_files/audio_6240.wav
6241,praha radar air berlin two nine eight victor pass,audio_files/audio_6241.wav
6242,blue transport two zero five contact rhein one three six decimal four zero five good bye,audio_files/audio_6242.wav
6243,direct ra,audio_files/audio_6243.wav
6244,one three four zero nine for fedex three eight three four nine two five,audio_files/audio_6244.wav
6245,ok donavia three zero,audio_files/audio_6245.wav
6246,ruzyne tower csa nine six zero jsme ready,audio_files/audio_6246.wav
6247,swiss four nine eight charlie line up runway one three one three swiss four nine eight charlie,audio_files/audio_6247.wav
6248,ne four seven t,audio_files/audio_6248.wav
6249,one three two one five five delta foxtrot f bye bye,audio_files/audio_6249.wav
6250,csa eight seven nine speed two two zero,audio_files/audio_6250.wav
6251,two nine csa seven seven,audio_files/audio_6251.wav
6252,ok two two one we are on localizer for runway three one,audio_files/audio_6252.wav
6253,vel two two zero csa se,audio_files/audio_6253.wav
6254,tower csa five bravo b approaching holding three one in sequence and ready,audio_files/audio_6254.wav
6255,lufthansa four tango papa reduce to one four zero knots closing traffic ahead separation is four miles,audio_files/audio_6255.wav
6256,praha radar csa nine seven,audio_files/audio_6256.wav
6257,and euro trans three nine three vee victor climb flight level one six zero,audio_files/audio_6257.wav
6258,a proceed direct deget,audio_files/audio_6258.wav
6259,romeo arrival eig,audio_files/audio_6259.wav
6260,three three eight zero bye bye have a nice day klm one three nine four,audio_files/audio_6260.wav
6261,affirm ei,audio_files/audio_6261.wav
6262,via lima and ground,audio_files/audio_6262.wav
6263,csa seven echo charlie line up runway one three,audio_files/audio_6263.wav
6264,praha radar csa five six pa,audio_files/audio_6264.wav
6265,lufthansa three romeo kilo descend four thousand qnh one zero one ni,audio_files/audio_6265.wav
6266,speed bird eight five six after passing lomki set heading,audio_files/audio_6266.wav
6267,climb flight level three four zero niki eight zero one six,audio_files/audio_6267.wav
6268,continue as cleared csa seven thr,audio_files/audio_6268.wav
6269,shamrock seven nine seven direct kemad contact rhein one two two decimal six three five,audio_files/audio_6269.wav
6270,climbing level three three zero stand b,audio_files/audio_6270.wav
6271,cleared line up take o,audio_files/audio_6271.wav
6272,beair one four zero descend flight level eight zero,audio_files/audio_6272.wav
6273,praha radar csa eight zero three flight level three five two descending flight level three four zero,audio_files/audio_6273.wav
6274,lufthansa eight victor romeo praha radar conact climb flight level three four zero,audio_files/audio_6274.wav
6275,papa sierra,audio_files/audio_6275.wav
6276,air france one zero eight two runway one three clear to land wind one five zero degrees three knots clear to land on runway one three air france one zero eight,audio_files/audio_6276.wav
6277,us navy five five alfa two now reduce speed two six zero knots,audio_files/audio_6277.wav
6278,niki eight zero one six climb flight level three four zero,audio_files/audio_6278.wav
6279,caution wake turubu,audio_files/audio_6279.wav
6280,one three two zero six five,audio_files/audio_6280.wav
6281,right turn heading one nine zero and request speed back,audio_files/audio_6281.wav
6282,tower hello speed bird,audio_files/audio_6282.wav
6283,continue approach csa six nine one,audio_files/audio_6283.wav
6284,tower good beline three papa p on final i,audio_files/audio_6284.wav
6285,right heading two eight zero cleared approach three one klm five five tango,audio_files/audio_6285.wav
6286,climb flight level three four zero praha one three four five nine zero ryan air eight zero eight eight good bye,audio_files/audio_6286.wav
6287,continue to the left heading one nine zero,audio_files/audio_6287.wav
6288,nor shuttle three five eight seven line up runway three one and wait,audio_files/audio_6288.wav
6289,air berlin eight two eight two contact praha one three three three nine zero good,audio_files/audio_6289.wav
6290,wizz air five two three praha radar contact descend flight level three three zero,audio_files/audio_6290.wav
6291,and shall we expect any shortcut on the approach,audio_files/audio_6291.wav
6292,few left turn to rapet beline six,audio_files/audio_6292.wav
6293,csa seven four three one six zero knots to four miles,audio_files/audio_6293.wav
6294,aerosvit two one zero runway three one cleared for takeoff wind one eight zero degrees four knots good by,audio_files/audio_6294.wav
6295,ufthansa four tango papa descending flight level one three zero,audio_files/audio_6295.wav
6296,speed back one eight zero knots csa nine two one,audio_files/audio_6296.wav
6297,klm one eight four six pra,audio_files/audio_6297.wav
6298,turn left cs,audio_files/audio_6298.wav
6299,six mike alfa request,audio_files/audio_6299.wav
6300,csa eight mike three eight mike three ruzyne tower continue approach departure ahead airbus three two zero continue approach csa eight mike three,audio_files/audio_6300.wav
6301,four charlie bravo,audio_files/audio_6301.wav
6302,lot five two eight contact praha radar one one eight decimal three seven five good bye,audio_files/audio_6302.wav
6303,one holding overhead edemi csa eight three five,audio_files/audio_6303.wav
6304,aero flot one four four,audio_files/audio_6304.wav
6305,one nine quality nine one romeo bye bye,audio_files/audio_6305.wav
6306,csa eight three five hold at one holding,audio_files/audio_6306.wav
6307,praha good afternoon bridge cargo three eight nine flight level three four zero inbou,audio_files/audio_6307.wav
6308,praha radar lot three seven kilo,audio_files/audio_6308.wav
6309,established ils three one speed one sixty,audio_files/audio_6309.wav
6310,csa six papa juliett runway one three cleared for takeoff wind zero five zero degrees four knots cleared for takeoff one three csa six,audio_files/audio_6310.wav
6311,yes speed as published presently number three,audio_files/audio_6311.wav
6312,speed bird one five seven contact bratislava one three four decimal four seven five good day,audio_files/audio_6312.wav
6313,thai nine three one praha good afternoon radar con,audio_files/audio_6313.wav
6314,climb flight level seven zero csa five three si,audio_files/audio_6314.wav
6315,one two zero nine five good bye air malaysian two one,audio_files/audio_6315.wav
6316,holding point runway three one via foxtrot and cross runway zero four euro trans two one correction one three juliett thank you,audio_files/audio_6316.wav
6317,ils approach runway three one zero two mike two two,audio_files/audio_6317.wav
6318,two thousand two hundred,audio_files/audio_6318.wav
6319,clear to line up and takeoff runway one three el al five two two,audio_files/audio_6319.wav
6320,two five sky travel one o,audio_files/audio_6320.wav
6321,descending two nine zero niki eight four nine one,audio_files/audio_6321.wav
6322,three one decimal three five zero ukraine international three,audio_files/audio_6322.wav
6323,one sixty four copied seven one zulu,audio_files/audio_6323.wav
6324,euro trans six three two one praha good morning radar,audio_files/audio_6324.wav
6325,hotel echo xray downwind two five for touch and go,audio_files/audio_6325.wav
6326,affirm cross runway two two,audio_files/audio_6326.wav
6327,ok minimum rate two thousand and flight level two nine zero cimber five three zero,audio_files/audio_6327.wav
6328,lufthansa seven seven ni,audio_files/audio_6328.wav
6329,silver arrows one one xray papa hello radar contact climb to flight level three four zero,audio_files/audio_6329.wav
6330,oscar kilo bravo yankee november tango,audio_files/audio_6330.wav
6331,csa nine two one now clear of traffic on your left hand side descend to flight level one seven zero,audio_files/audio_6331.wav
6332,dagobert one five five three to confirm on taxiway echo hold short runway one zero,audio_files/audio_6332.wav
6333,sun express nine seven four praha hello radar contact squak one four five six direct hermsdorf,audio_files/audio_6333.wav
6334,continue down to five thousand qnh one zero two two and turn right heading one eight zero,audio_files/audio_6334.wav
6335,csa five one seven direct arbek,audio_files/audio_6335.wav
6336,direct lot three five echo,audio_files/audio_6336.wav
6337,euro trans four eight zero one praha good morning radar contact,audio_files/audio_6337.wav
6338,tower csa five papa charlie on visual approach runway one three,audio_files/audio_6338.wav
6339,praha this csa nine zero uniform reaching three thousand feet,audio_files/audio_6339.wav
6340,speed bird two seven seven hello praha radar contact proceed direct romis,audio_files/audio_6340.wav
6341,track distance to touchdown four two miles,audio_files/audio_6341.wav
6342,lufthansa two five two zero request level three seven zero roger standby,audio_files/audio_6342.wav
6343,three three zero report ils three,audio_files/audio_6343.wav
6344,six bravo cha,audio_files/audio_6344.wav
6345,bratislava one three two decimal three five five good bye,audio_files/audio_6345.wav
6346,o kilo sierra runway three one clear to land wind one eight zero degrees four knots clear to land runway three one oscar,audio_files/audio_6346.wav
6347,beline one mike m direct to pepik,audio_files/audio_6347.wav
6348,lufthansa six charlie kilo praha hello radar contact,audio_files/audio_6348.wav
6349,ok high speed flight level one seven zero csa five zero five,audio_files/audio_6349.wav
6350,austrian seven zero nine runway one three clear to land wind zero two zero degrees four knots clear to land one three austrian seven zero nine,audio_files/audio_6350.wav
6351,austrian seven zero eight papa line up runway three one,audio_files/audio_6351.wav
6352,one three three four one zero csa two seven zero,audio_files/audio_6352.wav
6353,i ll send you in one or two minutes to rhein and you will be released,audio_files/audio_6353.wav
6354,praha good evening lot three mike papa inbound to bepas flight level two eight zero climbing,audio_files/audio_6354.wav
6355,el al five two two report ready for departure,audio_files/audio_6355.wav
6356,scandinavian two six six two contact rhein one three three decimal two eight five,audio_files/audio_6356.wav
6357,ukraine international three one romeo praha good morning radar contact,audio_files/audio_6357.wav
6358,descending flight level one zero,audio_files/audio_6358.wav
6359,descending to five thousand feet on qnh one zero two three csa four yankee alfa,audio_files/audio_6359.wav
6360,praha radar,audio_files/audio_6360.wav
6361,csa six nine one reduce speed two three zero knots and continue present heading vectoring for ils approach runway three,audio_files/audio_6361.wav
6362,there is runway inspection ahead i ll call you,audio_files/audio_6362.wav
6363,ready calibra four,audio_files/audio_6363.wav
6364,alright say again altitude,audio_files/audio_6364.wav
6365,direct bodal csa,audio_files/audio_6365.wav
6366,wizz air five five seven continue right heading two nine zero to intercept cleared for ils runway three one,audio_files/audio_6366.wav
6367,wizz air five hundred praha radar contact descend flight level one three zero information oscar standard speed,audio_files/audio_6367.wav
6368,easy three zero six five would it be good for the hot now thanks for that and we re reducing speed roger,audio_files/audio_6368.wav
6369,final three,audio_files/audio_6369.wav
6370,csa seven alfa juliett continue approach,audio_files/audio_6370.wav
6371,two seven one two five lufthansa zero,audio_files/audio_6371.wav
6372,intercept localizer runway three one beair one four,audio_files/audio_6372.wav
6373,departure,audio_files/audio_6373.wav
6374,three one zero five five camber zer,audio_files/audio_6374.wav
6375,just now we are turning to the right turn we call for the own technican call you back,audio_files/audio_6375.wav
6376,air france one nine eight three i estimate two landings standby,audio_files/audio_6376.wav
6377,turn right heading two zero zero aero,audio_files/audio_6377.wav
6378,wizziar xray zulu turn left heading three four zero cleared ils approach runway three one report when established,audio_files/audio_6378.wav
6379,one hundred,audio_files/audio_6379.wav
6380,continue down to level three four zero,audio_files/audio_6380.wav
6381,squak one four,audio_files/audio_6381.wav
6382,easy three papa golf praha good evening radar contact climb to flight level two six zero climb to flight level two six zero easy three papa golf,audio_files/audio_6382.wav
6383,ok copy thank you,audio_files/audio_6383.wav
6384,csa seven four two runway one three cleared for takeoff wind zero four zero degrees three knots,audio_files/audio_6384.wav
6385,oscar kilo charlie tango papa line up runway two four and wait,audio_files/audio_6385.wav
6386,csa five alfa juliett contact praha radar one one eight decimal three seven five,audio_files/audio_6386.wav
6387,one two seven one two five triple three bye bye,audio_files/audio_6387.wav
6388,re re requeste is speed descending four thousand qnh one zero one eight aero flot one,audio_files/audio_6388.wav
6389,three thousand feet and request new approach,audio_files/audio_6389.wav
6390,hotel golf november wind zero one zero degrees one zero knots runway one four cleared to land,audio_files/audio_6390.wav
6391,flight level three two zero lot three four three,audio_files/audio_6391.wav
6392,direct rapet lufthansa three fo,audio_files/audio_6392.wav
6393,four thousand feet on qnh one zero two two and fly heading one two zero for a moment,audio_files/audio_6393.wav
6394,qnh one zero two three turn right heading two eight zero cleared for ils approach runway three one,audio_files/audio_6394.wav
6395,peed two two zero now wizz air four xray zulu,audio_files/audio_6395.wav
6396,praha cimber zero two nine maintaining three three zero direct,audio_files/audio_6396.wav
6397,lufthansa four charlie kilo contact bratislava one two seven four two five good day,audio_files/audio_6397.wav
6398,direct to pepik jet airways one one nine,audio_files/audio_6398.wav
6399,el al five two two ready for,audio_files/audio_6399.wav
6400,csa nine two two runway three one cleared for takeoff wind one eight zero degrees five knots,audio_files/audio_6400.wav
6401,praha good evening lufthansa four charlie kilo level three one zero approaching vemut good afternoon lufthansa four charlie kilo praha radar contact,audio_files/audio_6401.wav
6402,swiss one two five victor ruzyne tower roger so taxi holding point runway three one via taxiway romeo via romeo to three one swiss one two five victor,audio_files/audio_6402.wav
6403,csa three seven bravo descend flight level one one zero,audio_files/audio_6403.wav
6404,three four two six two five zero degrees one two knots grass two five landing on discretion,audio_files/audio_6404.wav
6405,csa four victor papa contact radar one two zero decimal two seven five,audio_files/audio_6405.wav
6406,radar csa zero two seven,audio_files/audio_6406.wav
6407,reported one zero miles nav checker five one one,audio_files/audio_6407.wav
6408,climb level three three zero sky travel eight two fou,audio_files/audio_6408.wav
6409,csa eight zero three request reduce speed to avoid holding,audio_files/audio_6409.wav
6410,csa one eight four continue present heading radar departu,audio_files/audio_6410.wav
6411,german wings seven,audio_files/audio_6411.wav
6412,runway one three cleared to takeoff csa four charlie zulu,audio_files/audio_6412.wav
6413,would you be able to take flight level three six zero,audio_files/audio_6413.wav
6414,in two zero miles,audio_files/audio_6414.wav
6415,s yankee lima seven zero nine contact praha one three five one three five good bye,audio_files/audio_6415.wav
6416,csa seven eight eight contact praha radar one two seven decimal eight two five one two seven decimal two five csa seven eight eight,audio_files/audio_6416.wav
6417,csa seven zero two runway one three cleared for takeoff wind zero six zero degrees,audio_files/audio_6417.wav
6418,climb flight level,audio_files/audio_6418.wav
6419,runway three one cleared for takeoff csa six eight eight,audio_files/audio_6419.wav
6420,praha radar csa seven five zero passing three thousand three hundred feet,audio_files/audio_6420.wav
6421,jobair zero five one papa continue golf stand six four,audio_files/audio_6421.wav
6422,direct oscar kilo golf speed bird eight five,audio_files/audio_6422.wav
6423,lufthansa two juliett whiskey contact radar one two zero decimal two seven five good by,audio_files/audio_6423.wav
6424,checked one zero three three two three is the one zero three three is the squawk,audio_files/audio_6424.wav
6425,morning yangtze river seven four six zero radar radar contact climb to flight level one six zero,audio_files/audio_6425.wav
6426,direct swiss one three five three,audio_files/audio_6426.wav
6427,emirates one four zero hello praha radar contact climb flight le,audio_files/audio_6427.wav
6428,visual is also ok,audio_files/audio_6428.wav
6429,lufthansa seven juliett alfa request level three three zero as final,audio_files/audio_6429.wav
6430,el al five two one left heading two seven zero,audio_files/audio_6430.wav
6431,austrian nine six charlie victor contact wien one three one decimal three five zero good bye,audio_files/audio_6431.wav
6432,climb flight level one four zero jobair zero five two,audio_files/audio_6432.wav
6433,arbek direct csa one seven,audio_files/audio_6433.wav
6434,csa eight zero four contact praha one three three four one zero,audio_files/audio_6434.wav
6435,five thousand voz one h csa eight zero four radar radar contact climb flight level one six zero,audio_files/audio_6435.wav
6436,level three three zero cimber zero five four four,audio_files/audio_6436.wav
6437,we descend two nine zero delta lima golf,audio_files/audio_6437.wav
6438,ok nine zero two seventy knots one one nine zero good,audio_files/audio_6438.wav
6439,euro trans one three juliett taxi to holding point runway zero four via alfa delta,audio_files/audio_6439.wav
6440,startup push approved quality,audio_files/audio_6440.wav
6441,four nine eight yankee,audio_files/audio_6441.wav
6442,for departure from delta donavia three zero six donavia three zero six line up runway one three cleared for takeoff wind three one zero four knots,audio_files/audio_6442.wav
6443,via golf one two one decimal nine turkish one seven six se,audio_files/audio_6443.wav
6444,flight level six zero when reaching maintai,audio_files/audio_6444.wav
6445,tower one one eight decimal one csa nine two one,audio_files/audio_6445.wav
6446,csa three five delta runway three one cleared to land wind calm,audio_files/audio_6446.wav
6447,descending flight level one seven zero now passing one eight six in,audio_files/audio_6447.wav
6448,two two one turn right heading three four zero to intercept localizer from left side,audio_files/audio_6448.wav
6449,condor zero four two contact praha one three four decimal five nine zero good bye,audio_files/audio_6449.wav
6450,two zero two seven five,audio_files/audio_6450.wav
6451,condor five two three one three one zero five five,audio_files/audio_6451.wav
6452,morning air france,audio_files/audio_6452.wav
6453,descending nine zero one one nine zero csa three delta echo,audio_files/audio_6453.wav
6454,csa five six one runway one three cl,audio_files/audio_6454.wav
6455,csa five one six radar radar contact climb to flight level one four zero,audio_files/audio_6455.wav
6456,speed bird three zero charlie turn right i say again turn right direct to rapet,audio_files/audio_6456.wav
6457,ruzyne tower hello easy nine charlie lima,audio_files/audio_6457.wav
6458,and after landing vacate via delta,audio_files/audio_6458.wav
6459,for beline eight hotel sierra we have a cabin procedures later descend,audio_files/audio_6459.wav
6460,two eight zero one thousand minimum teny two four six,audio_files/audio_6460.wav
6461,csa five zero five vectoring runway three one turn left five degrees and descend flight level one five zero,audio_files/audio_6461.wav
6462,lufthansa five mike echo left heading three three zero clear ils approach runway three one,audio_files/audio_6462.wav
6463,zero zero eight,audio_files/audio_6463.wav
6464,bel avia eight nine four maintain three three zero romeo oscar romeo alfa kilo direct,audio_files/audio_6464.wav
6465,clear to land runway three one thanks easy nine charlie lima,audio_files/audio_6465.wav
6466,sir i got nine zero and then you were blocked,audio_files/audio_6466.wav
6467,martinair zero nine six praha proceed direct to norku,audio_files/audio_6467.wav
6468,one three five one three five sierra victor papa,audio_files/audio_6468.wav
6469,two seven one two five six one lima xray good day,audio_files/audio_6469.wav
6470,direct evemi el al five two one,audio_files/audio_6470.wav
6471,lufthansa three romeo kilo cleared to land one,audio_files/audio_6471.wav
6472,five four eight two hello radar contact climb to flight level one six zero,audio_files/audio_6472.wav
6473,praha good evening austrian three two five golf flight level two five five climbing two eight zero inbound,audio_files/audio_6473.wav
