index,text,audio_path,word_count,potential_question,potential_statement
7593,heli tango whiskey negative it s fine if you want you can monitor the frequency but it s up to you if you stay outside of ctr all the time,audio_files/audio_7593.wav,30,False,True
7594,lufthansa six tango uniform climb to flight level three three zero,audio_files/audio_7594.wav,11,False,True
7595,sydney tower good day qlink four zero two,audio_files/audio_7595.wav,8,False,True
7596,contact tower one one eight one,audio_files/audio_7596.wav,6,False,True
7597,csa seven three two zero ready,audio_files/audio_7597.wav,6,False,True
7598,seven eight two five,audio_files/audio_7598.wav,4,False,True
7599,sky travel one two zero one foxtrot golf bravo,audio_files/audio_7599.wav,9,False,True
7600,m alfa kilo descend flight level three zero zero descend flight level three zero zero mike alfa k,audio_files/audio_7600.wav,18,False,True
7602,russia two two two hello ruzyne tower are you ready ready for departu,audio_files/audio_7602.wav,13,False,True
7603,thompson two one five praha good evening radar contact proceed kemad,audio_files/audio_7603.wav,11,False,True
7604,departure sky travel eight two,audio_files/audio_7604.wav,5,False,True
7605,austrian three three six november praha radar contact descend flight level two nine zero one thousand minimum,audio_files/audio_7605.wav,17,False,True
7606,six two miles and descend flight level one zero zero,audio_files/audio_7606.wav,10,False,True
7607,climbing level one six zero lot five two eight,audio_files/audio_7607.wav,9,False,True
7608,two four eight three,audio_files/audio_7608.wav,4,False,True
7609,csa five alfa juliett climb to flight level one four zero,audio_files/audio_7609.wav,11,False,True
7610,one do you have any turublence report from our routing on our level negative,audio_files/audio_7610.wav,14,False,True
7611,direct lagar charlie india golf one six four two,audio_files/audio_7611.wav,9,False,True
7613,and expect climb in five minutes,audio_files/audio_7613.wav,6,False,True
7614,peed two four zero or less csa,audio_files/audio_7614.wav,7,False,True
7615,any chance for whiskey romeo whiskey direct lot three tan,audio_files/audio_7615.wav,10,False,True
7616,nsa seven two three one three five one three five,audio_files/audio_7616.wav,10,False,True
7617,affirm thank you tower one one eight one bye bye,audio_files/audio_7617.wav,10,False,True
7618,negative one two zero two seven five,audio_files/audio_7618.wav,7,False,True
7619,sky travel eight two four line up runway one three,audio_files/audio_7619.wav,10,False,True
7620,echo one charlie cleared to madrid runway three two ready three november climb five thousand feet squawk three zero zero two,audio_files/audio_7620.wav,21,False,True
7621,direct to rotol sierra s tango thank you,audio_files/audio_7621.wav,8,False,True
7622,csa eight three five descend flight level one two zero descending flight level o,audio_files/audio_7622.wav,14,False,True
7623,ruzyne tower csa nine seven nine establish ils three o,audio_files/audio_7623.wav,10,False,True
7624,csa eight tango descend flight level nine zero and report heading one one nine decimal zero,audio_files/audio_7624.wav,16,False,True
7625,easy six seven kilo papa contact ruzyne ground one two one decimal nine good bye one two one nine zero six seven kilo good day,audio_files/audio_7625.wav,25,False,True
7626,nine five aero flot one,audio_files/audio_7626.wav,5,False,True
7627,air malta five three eight hello ruzyne tower continue approach no speed li,audio_files/audio_7627.wav,13,False,True
7628,eight november echo pa,audio_files/audio_7628.wav,4,False,True
7629,one six zero conti,audio_files/audio_7629.wav,4,False,True
7630,confirm three nine miles for eight juliett golf,audio_files/audio_7630.wav,8,True,False
7631,roger sir i call you behind next,audio_files/audio_7631.wav,7,False,True
7632,lufthansa three uniform alfa direct rap,audio_files/audio_7632.wav,6,False,True
7633,one four zero jobair,audio_files/audio_7633.wav,4,False,True
7634,csa two zulu alfa ruzyne tower continue approach,audio_files/audio_7634.wav,8,False,True
7635,nor shuttle one five zero two descend flight level one zero zero,audio_files/audio_7635.wav,12,False,True
7636,radar csa nine seven four,audio_files/audio_7636.wav,5,False,True
7637,swiss three four three papa contact rhein one three si,audio_files/audio_7637.wav,10,False,True
7638,gulf air zero zero six squak one four six four,audio_files/audio_7638.wav,10,False,True
7639,german wings three one alfa praha good evening radar contact descend to flight level three two zero,audio_files/audio_7639.wav,17,False,True
7640,lufthansa nine victor tango climb flight level one six zero,audio_files/audio_7640.wav,10,False,True
7641,lufthansa five mike echo heading three three zero clear cleared ils approach three one,audio_files/audio_7641.wav,14,False,True
7642,blue parking hotel delta lima,audio_files/audio_7642.wav,5,False,True
7643,ruzyne tower csa eight zero four we are ready,audio_files/audio_7643.wav,9,False,True
7644,lufthansa four echo lima contact munich one three two decimal one five five,audio_files/audio_7644.wav,13,False,True
7645,descend level one one zero jobair zero five one papa,audio_files/audio_7645.wav,10,False,True
7646,tower good evening easy three eight papa golf stand three one with information and qnh one zero one eight airbus three nineteen clearance charles de gaule,audio_files/audio_7646.wav,26,False,True
7647,rwy three one wizz air four quebec sierra,audio_files/audio_7647.wav,8,False,True
7648,we taxi li,audio_files/audio_7648.wav,3,False,True
7649,csa eight zero five when ready descend flight level two nine zero,audio_files/audio_7649.wav,12,True,False
7651,one three four zero nine five fedex three four,audio_files/audio_7651.wav,9,False,True
7652,one three two point one five five sky travel one zero three four,audio_files/audio_7652.wav,13,False,True
7653,zero one nine csa nine seven five csa five three seven contact ruzyne radar one one nine zero one one nine zero,audio_files/audio_7653.wav,22,False,True
7654,good afternoon lufthansa seven lima echo stand one seven request,audio_files/audio_7654.wav,10,True,False
7655,o kilo mike echo echo papa contact ruzyne radar one one eight decimal three,audio_files/audio_7655.wav,14,False,True
7656,to victor lima mike victor lima mike one romeo ar,audio_files/audio_7656.wav,10,False,True
7657,thomson three seven nine praha good evening radar contact proceed kemad,audio_files/audio_7657.wav,11,False,True
7658,lufthansa six tango uniform we arriving the top flight level three three zero available,audio_files/audio_7658.wav,14,False,True
7659,csa nine three delta heading one eight zero an,audio_files/audio_7659.wav,9,False,True
7660,lufthansa two alfa foxtrot descend flight level two nine zero,audio_files/audio_7660.wav,10,False,True
7661,csa seven eight nine contact praha one two seven decimal one two five,audio_files/audio_7661.wav,13,False,True
7662,calibr calibra follow,audio_files/audio_7662.wav,3,False,True
7663,kilo november five one one we are,audio_files/audio_7663.wav,7,False,True
7665,lufthansa eight mike m praha radar contact climb flight level three two zero,audio_files/audio_7665.wav,13,False,True
7666,ing flight level on,audio_files/audio_7666.wav,4,False,True
7667,sky travel one one zero three call ground one two one nine good bye,audio_files/audio_7667.wav,14,False,True
7668,ladyrasim three one three descend flight level seven zero,audio_files/audio_7668.wav,9,False,True
7669,tujet four one six squak one four six zero climb flight level three five zero,audio_files/audio_7669.wav,15,False,True
7670,praha hello air berlin eight seven victor descending flight level three two zero to be level at,audio_files/audio_7670.wav,17,False,True
7671,one decimal nine csa,audio_files/audio_7671.wav,4,False,True
7672,praha radar bee air one four zero descending flight level one three zero to,audio_files/audio_7672.wav,14,False,True
7674,speed bird eight five three bold two two bravo climbing at two five thousand,audio_files/audio_7674.wav,14,False,True
7675,one six zero speed bird eight five five,audio_files/audio_7675.wav,8,False,True
7676,easy two four seven foxtrot for climb contact praha one three three decimal four one zero good bye,audio_files/audio_7676.wav,18,False,True
7677,reaching flight level seven zero csa five zero nine,audio_files/audio_7677.wav,9,False,True
7678,finn air eight zero three mike descend to flight level two,audio_files/audio_7678.wav,11,False,True
7679,a hotel level two nine zero,audio_files/audio_7679.wav,6,False,True
7680,lufthansa eight november echo lining up three one and wait,audio_files/audio_7680.wav,10,False,True
7681,one thousand feet above ground level and regional qnh one zero one five,audio_files/audio_7681.wav,13,False,True
7682,lufthansa five mike echo turn left heading zero four zero,audio_files/audio_7682.wav,10,False,True
7683,orbit approved hotel papa foxtrot,audio_files/audio_7683.wav,5,False,True
7684,lufthansa two uniform xray turn left heading zero eight zero,audio_files/audio_7684.wav,10,False,True
7685,sky travel one zero one one reaching one hundred,audio_files/audio_7685.wav,9,False,True
7686,rhein one three six four zero five five zero six zero bye bye,audio_files/audio_7686.wav,13,False,True
7687,o kilo alfa echo uniform holding,audio_files/audio_7687.wav,6,False,True
7688,ven passing flight level one two one three and descen,audio_files/audio_7688.wav,10,False,True
7689,csa nine six one contact ruzyne ground one two one decimal nine,audio_files/audio_7689.wav,12,False,True
7690,warsaw radar bel avia eight seven zero good evening flight level three five zero inbound bigu,audio_files/audio_7690.wav,16,False,True
7691,confirm requested descend,audio_files/audio_7691.wav,3,True,False
7692,is passing two thousand seven hundred coming up to five thousand feet,audio_files/audio_7692.wav,12,False,True
7693,climb to flight level one six zero sky travel four three two papa,audio_files/audio_7693.wav,13,False,True
7694,fully established swiss one two four bravo,audio_files/audio_7694.wav,7,False,True
7695,climb level three fo,audio_files/audio_7695.wav,4,False,True
7696,lufthansa six mike alfa pushback approved,audio_files/audio_7696.wav,6,False,True
7697,oscar kilo bravo yankee romeo,audio_files/audio_7697.wav,5,False,True
7698,echo xray number one report final,audio_files/audio_7698.wav,6,False,True
7699,lufthansa eight echo n that s correct and no speed restriction,audio_files/audio_7699.wav,11,False,True
7700,air france one zero eight three proceed direct to rapet,audio_files/audio_7700.wav,10,False,True
7701,and report requested flight level,audio_files/audio_7701.wav,5,True,False
7702,good morning praha,audio_files/audio_7702.wav,3,False,True
7703,lufthansa nine kilo yankee now start reduce speed for approach two two zero knots or less,audio_files/audio_7703.wav,16,False,True
7704,bee line nine hotel kilo contact vienna one three one decimal three five zero good bye one three one decimal three five zero bee line nine h,audio_files/audio_7704.wav,27,False,True
7705,and level is two eight zero confirm,audio_files/audio_7705.wav,7,True,False
7706,praha radar,audio_files/audio_7706.wav,2,False,True
7708,one one nine zero,audio_files/audio_7708.wav,4,False,True
7709,six seven,audio_files/audio_7709.wav,2,False,True
7710,csa nine zero four climb to five thousand feet csa nine zero four climbing five thousand,audio_files/audio_7710.wav,16,False,True
7711,roger so continue via lima,audio_files/audio_7711.wav,5,False,True
7712,swiss four nine eight yankee call ground one two one nine good bye two one nine,audio_files/audio_7712.wav,16,False,True
7713,luxor two two hotel sion bonjour,audio_files/audio_7713.wav,6,False,True
7714,csa two delta zulu turn left proceed direct rapet,audio_files/audio_7714.wav,9,False,True
7715,cimber zero two nine contact bratislava one three four decimal four seven five good day,audio_files/audio_7715.wav,15,False,True
7716,lot five two seven traffic information about two miles left of axis runway three one there is low vfr traffic,audio_files/audio_7716.wav,20,False,True
7717,fedex five six continue for moment departing ahead seven three,audio_files/audio_7717.wav,10,False,True
7718,csa five seven three proceed to arvek i m sorry for late call,audio_files/audio_7718.wav,13,False,True
7719,scandinavian six five nine descend flight level two nine zero level by letko,audio_files/audio_7719.wav,13,False,True
7720,csa three five delta praha radar contact descend to flight level two five zero,audio_files/audio_7720.wav,14,False,True
7721,two one and request ifr and climbing if available,audio_files/audio_7721.wav,9,True,False
7722,papa romeo,audio_files/audio_7722.wav,2,False,True
7723,csa eight eight one descend flight level one zero zero,audio_files/audio_7723.wav,10,False,True
7724,tower csa seven three two three establish ils one three,audio_files/audio_7724.wav,10,False,True
7725,dynasty six four zero six contact bratislava one three four decimal four seven five good bye,audio_files/audio_7725.wav,16,False,True
7726,descending flight level one zero zero procee,audio_files/audio_7726.wav,7,False,True
7727,csa seven six four contact praha radar one two zero decimal two seven five,audio_files/audio_7727.wav,14,False,True
7728,lot two five two praha radar radar contact,audio_files/audio_7728.wav,8,False,True
7729,german cargo five three zero climb flight level three three zero,audio_files/audio_7729.wav,11,False,True
7730,wizz air four november mike proceed to oscar kilo golf,audio_files/audio_7730.wav,10,False,True
7731,air mal zero,audio_files/audio_7731.wav,3,False,True
7732,climbing flight level one two zero csa seven eight six,audio_files/audio_7732.wav,10,False,True
7733,five degrees to the left descending four thousand feet qnh one zero one eight csa three charlie zulu heading is zero six fi,audio_files/audio_7733.wav,23,False,True
7734,viking two zero seven praha hello radar contact forty five,audio_files/audio_7734.wav,10,False,True
7735,wizz air four k wizz air four quebec sierra line up runway three one,audio_files/audio_7735.wav,14,False,True
7736,ok six zero five five direct thank you,audio_files/audio_7736.wav,8,False,True
7737,iktor now and then squ,audio_files/audio_7737.wav,5,False,True
7738,klm five five tango turn right heading two four zero right heading two four zero klm five five tango,audio_files/audio_7738.wav,19,False,True
7739,praha good morning fly niki eight four nine zero out of two five seven climbing two eight zero to lanux,audio_files/audio_7739.wav,20,False,True
7740,thanks direct to bodal qalit,audio_files/audio_7740.wav,5,False,True
7741,lufthansa four correction lufthansa two alfa charlie proceed direct rapet,audio_files/audio_7741.wav,10,False,True
7742,praha lufthansa four juliett alfa,audio_files/audio_7742.wav,5,False,True
7743,turkish one seven six eight runway three one cleared for takeoff wind one nine zero degrees three knots good bye,audio_files/audio_7743.wav,20,False,True
7744,one two five nine six five reach six four six good da,audio_files/audio_7744.wav,12,False,True
7745,one two zero decimal two seven five bline seven zero victor good bye,audio_files/audio_7745.wav,13,False,True
7746,german wings eight november xray,audio_files/audio_7746.wav,5,False,True
7747,one three one zero five five euro trans five three three seven bye bye,audio_files/audio_7747.wav,14,False,True
7748,ruzyne tower six three one three,audio_files/audio_7748.wav,6,False,True
7749,one two one nine bye,audio_files/audio_7749.wav,5,False,True
7750,easy five four nine eight after passing ten dem oscar kilo lima turn left direct to rapet,audio_files/audio_7750.wav,17,False,True
7751,climbing flight level one six zero beair,audio_files/audio_7751.wav,7,False,True
7752,go ahead,audio_files/audio_7752.wav,2,False,True
7753,one three two decimal one five five airbridge cargo three eight two nine good day,audio_files/audio_7753.wav,15,False,True
7754,we re passing three five seven descend level three five zero,audio_files/audio_7754.wav,11,False,True
7755,sky travel six six one roger runway one three clear to land wind zero six zero degrees five knots,audio_files/audio_7755.wav,19,False,True
7757,vacate via delta and contact ruzyne ground one two one decimal nine good bye,audio_files/audio_7757.wav,14,False,True
7758,zurich tower hello then arrow jet six zero one on foxtrot,audio_files/audio_7758.wav,11,False,True
7759,three one three one sixty,audio_files/audio_7759.wav,5,False,True
7760,rhein radar vietnam five two four hello flight level three three zero,audio_files/audio_7760.wav,12,False,True
7761,clear to land one three bee line eight hotel sierra,audio_files/audio_7761.wav,10,False,True
7762,one one eight three seven five,audio_files/audio_7762.wav,6,False,True
7763,one two seven one two five bye bye sir niki eight four nine one,audio_files/audio_7763.wav,14,False,True
7764,one one eight decimal three seven five csa three echo foxtrot,audio_files/audio_7764.wav,11,False,True
7765,papa charlie,audio_files/audio_7765.wav,2,False,True
7766,lufthansa one four nine one descend flight level three two zero,audio_files/audio_7766.wav,11,False,True
7767,prague hello shamrock s,audio_files/audio_7767.wav,4,False,True
7768,csa nine zero four runway one three cleared for takeoff wind zero five zero degrees four knots,audio_files/audio_7768.wav,17,False,True
7769,line up runway three one turkish one seven six eight,audio_files/audio_7769.wav,10,False,True
7771,onipon two zero seven proceed to landu,audio_files/audio_7771.wav,7,False,True
7772,aero flot one four one contact ground one two nine bye,audio_files/audio_7772.wav,11,False,True
7774,prague radar,audio_files/audio_7774.wav,2,False,True
7775,approach malev eight two,audio_files/audio_7775.wav,4,False,True
7776,line up and wait runway one three air france three nine three victor,audio_files/audio_7776.wav,13,False,True
7777,csa five seven two contact radar one one eight decimal three seven five,audio_files/audio_7777.wav,13,False,True
7778,flight level two six zero climb three one zero direct bepas,audio_files/audio_7778.wav,11,False,True
7779,cross rapet at flight level three zero zero camber zero zero nine,audio_files/audio_7779.wav,12,False,True
7780,finn air seven one five whiskey runway three one cleared to land wind two zero zero degrees three knots,audio_files/audio_7780.wav,19,False,True
7781,ruzyne radar one one nine decimal zero descend flight level nine zero one nine zero csa five mike bravo,audio_files/audio_7781.wav,19,False,True
7782,lufthansa eight,audio_files/audio_7782.wav,2,False,True
7783,praha hello condor five two three passing level three six five descending three four zero,audio_files/audio_7783.wav,15,False,True
7784,klm one eight four zero go ahead is any chance to proceed to donad or varik,audio_files/audio_7784.wav,16,False,True
7785,connie eight three five copy,audio_files/audio_7785.wav,5,False,True
7786,left direct agava lot five two si,audio_files/audio_7786.wav,7,False,True
7787,sky travel one zero one zero contact praha radar one two zero decimal two seven five,audio_files/audio_7787.wav,16,False,True
7788,oscar kilo bravo yankee ho,audio_files/audio_7788.wav,5,False,True
7789,ryan air seven three alfa hotel,audio_files/audio_7789.wav,6,False,True
7790,hello lufthansa seven kilo hotel fully ready,audio_files/audio_7790.wav,7,False,True
7791,cleared to land three one nor shuttle one five zero zero,audio_files/audio_7791.wav,11,False,True
7792,austrian eight seven praha,audio_files/audio_7792.wav,4,False,True
7793,czech holidays seven four two zero climb flight level three three zero,audio_files/audio_7793.wav,12,False,True
7794,turn left to seven zero cleared for ils runway two four oscar uniform romeo,audio_files/audio_7794.wav,14,False,True
7795,lufthansa five romeo victor any chance,audio_files/audio_7795.wav,6,False,True
7796,radar hello german wings seven hotel airborn passing,audio_files/audio_7796.wav,8,False,True
7797,praha radar csa eight zero four about pepik we expect flight level three nine zero if po,audio_files/audio_7797.wav,17,False,True
7798,lufthansa six hundred direct to pepik thank you,audio_files/audio_7798.wav,8,False,True
7799,when ready two five zero cross kolad at level lot three,audio_files/audio_7799.wav,11,True,False
7800,bline nine nine zero eight ruzyne tower good afternoon roger line up runway three one,audio_files/audio_7800.wav,15,False,True
7801,zero no speed and if able,audio_files/audio_7801.wav,6,False,True
7802,one two seven one two five sky travel one one zero three,audio_files/audio_7802.wav,12,False,True
7803,ruzyne tower oscar kilo mike echo papa is to tango then request,audio_files/audio_7803.wav,12,True,False
7804,climbing flight level three four zero csa one eight four,audio_files/audio_7804.wav,10,False,True
7805,hotel mike november line up in sequence,audio_files/audio_7805.wav,7,False,True
7806,hotel echo xray number one report final,audio_files/audio_7806.wav,7,False,True
7807,thank you,audio_files/audio_7807.wav,2,False,True
7808,one four bravo ready,audio_files/audio_7808.wav,4,False,True
7809,seven five easy,audio_files/audio_7809.wav,3,False,True
7810,lufthansa two kilo victor hello radar contact call you for higher shortly standby,audio_files/audio_7810.wav,13,False,True
7811,praha one one eight decimal three seven five bye bye sierra victor oscar,audio_files/audio_7811.wav,13,False,True
7812,praha radar csa five papa charlie passin level one six zero descend one three zero,audio_files/audio_7812.wav,15,False,True
7813,up runway one three csa seven two,audio_files/audio_7813.wav,7,False,True
7814,direct to pepik,audio_files/audio_7814.wav,3,False,True
7815,foxtrot flight level one six zero on course to delta charlie four five six,audio_files/audio_7815.wav,14,False,True
7816,from present to pisam sky travel six one eight,audio_files/audio_7816.wav,9,False,True
7817,sky travel eight two four timecheck five three cleared to tel aviv via one hotel departure squawk one four zero one,audio_files/audio_7817.wav,21,False,True
7818,reach nine seven four praha good evening radar contact proceed direct,audio_files/audio_7818.wav,11,False,True
7819,praha easy three zero six five descending flight level one three zero turning right direct papa romeo nine six two,audio_files/audio_7819.wav,20,False,True
7820,victor xray direct to letko,audio_files/audio_7820.wav,5,False,True
7821,to rapet rea,audio_files/audio_7821.wav,3,False,True
7822,vista jet four six seven sion,audio_files/audio_7822.wav,6,False,True
7823,lufthansa two echo kilo descend flight level three two zero,audio_files/audio_7823.wav,10,False,True
7824,lufthansa five five hotel request level three six zero for cruising,audio_files/audio_7824.wav,11,True,False
7825,rate thousand feet per minute or more ryan air eight zero eight eight,audio_files/audio_7825.wav,13,False,True
7826,six zero inbound,audio_files/audio_7826.wav,3,False,True
7827,sierra delta mike two two two praha radar radar contact climb flight level one two zero,audio_files/audio_7827.wav,16,False,True
7828,berlin two eight nine kilo one three three three nine zero,audio_files/audio_7828.wav,11,False,True
7829,speed bird four alfa charlie runway three one clear to land wind one eight zero degrees three knots,audio_files/audio_7829.wav,18,False,True
7830,three two zero six five turkish one five two seven,audio_files/audio_7830.wav,10,False,True
7831,negative frequency one three five decimal one three five,audio_files/audio_7831.wav,9,False,True
7832,good morning air france one three eight three ruzyne tower,audio_files/audio_7832.wav,10,False,True
7833,sky travel one one nine two taxi holding point runway three o,audio_files/audio_7833.wav,12,False,True
7834,one three four four seven five bratislava two five two bye bye,audio_files/audio_7834.wav,12,False,True
7835,one two zero two seven five good evening romeo golf csa one eight four climb flight level one six zero,audio_files/audio_7835.wav,20,False,True
7836,tower jobair zero five papa on i,audio_files/audio_7836.wav,7,False,True
7837,lufthansa two november mike contact munich one three two decimal one five five good bye,audio_files/audio_7837.wav,15,False,True
7838,wizz air four papa romeo confirm reqeusted level,audio_files/audio_7838.wav,8,True,False
7839,five five bye bye,audio_files/audio_7839.wav,4,False,True
7840,good day german wings seven papa praha radar radar contact descend flight level one three zero and lima correct,audio_files/audio_7840.wav,19,False,True
7841,csa nine seven six rad radar contact climb to flight level one four zero,audio_files/audio_7841.wav,14,False,True
7842,lufthansa nine kilo yankee clear land runway three one,audio_files/audio_7842.wav,9,False,True
7843,sierra delta mike,audio_files/audio_7843.wav,3,False,True
7844,right heading two eight zero cleared ils approach runway three one report localizer established,audio_files/audio_7844.wav,14,False,True
7845,csa nine two one radar conact descend flight level one two zero speed two five zero knots,audio_files/audio_7845.wav,17,False,True
7846,descending level one three zero shortly golop november one zero one nine,audio_files/audio_7846.wav,12,False,True
7847,ok so now climb to flight level three four zero that s maximum india ca,audio_files/audio_7847.wav,15,False,True
7848,charlie india golf one four six correction charlie india golf one six four two climb flight level three four zero,audio_files/audio_7848.wav,20,False,True
7849,malev eight two zero runway three one clear to land wind one nine zero degrees,audio_files/audio_7849.wav,15,False,True
7850,climb flight level one six zero csa eight zero four,audio_files/audio_7850.wav,10,False,True
7851,one eight three seven five kilo oscar bravo foxtrot,audio_files/audio_7851.wav,9,False,True
7852,speed up descending flight level one hundred csa seven five one,audio_files/audio_7852.wav,11,False,True
7853,praha radar good morning quality zero two seven checking in,audio_files/audio_7853.wav,10,False,True
7854,csa nine delta sierra runway three one clear to land wind calm,audio_files/audio_7854.wav,12,False,True
7855,aero flot one four four copy call you in shortly,audio_files/audio_7855.wav,10,False,True
7856,singapore two six contact munich one three two decimal one five five good day,audio_files/audio_7856.wav,14,False,True
7857,runway three one cleared for takeoff,audio_files/audio_7857.wav,6,False,True
7858,seven one three for descend contact warsaw one three four decimal nine two five bye bye,audio_files/audio_7858.wav,16,False,True
7859,ruzyne tower csa eight five six ready,audio_files/audio_7859.wav,7,False,True
7860,three zero french,audio_files/audio_7860.wav,3,False,True
7861,flight level two six zero mike alfa ki,audio_files/audio_7861.wav,8,False,True
7863,heli charlie zulu next report zulu one local traffic helicopter on hook mission over chalet,audio_files/audio_7863.wav,15,False,True
7864,csa two nine six contact bratislava one three four decimal four seven five,audio_files/audio_7864.wav,13,False,True
7865,two eight seven,audio_files/audio_7865.wav,3,False,True
7866,nor shuttle three five eight zero runway three one clear to land wind one eight zero degrees five knots runway three one clear to land nor shuttle three five eight zero,audio_files/audio_7866.wav,31,False,True
7868,yeah we had hoped for three six zero but it s occupied so we take we maintain three fo,audio_files/audio_7868.wav,19,False,True
7869,lufthansa three romeo kilo good day runway one three cleared to land wind zero six zero six knots,audio_files/audio_7869.wav,18,False,True
7871,delta two one one runway three one cleared for takeoff wind two three zero degrees five knots good bye,audio_files/audio_7871.wav,19,False,True
7872,quality eight,audio_files/audio_7872.wav,2,False,True
7873,six bravo charlie,audio_files/audio_7873.wav,3,False,True
7874,direct to lima delta zulu aerosvit two one zero,audio_files/audio_7874.wav,9,False,True
7875,yes i ll do the shorter,audio_files/audio_7875.wav,6,False,True
7876,kilo k one seven zero,audio_files/audio_7876.wav,5,False,True
7877,praha radar cs,audio_files/audio_7877.wav,3,False,True
7878,saudian eight five zero zero hello radar contact descend to flight level two nine zero two nine zero eight five zero zero,audio_files/audio_7878.wav,22,False,True
7879,radar hello zero zero sev,audio_files/audio_7879.wav,5,False,True
7880,lufthansa seven kilo hotel contact praha radar one two zero decimal two seven five good bye,audio_files/audio_7880.wav,16,False,True
7881,swedestar zero five one reduce speed two zero zero knots,audio_files/audio_7881.wav,10,False,True
7882,two nine,audio_files/audio_7882.wav,2,False,True
7883,two seven decimal eight two five good day,audio_files/audio_7883.wav,8,False,True
7884,one two one zero seven five,audio_files/audio_7884.wav,6,False,True
7885,tower is stand,audio_files/audio_7885.wav,3,False,True
7886,runway one three clear to land csa seven eig,audio_files/audio_7886.wav,9,False,True
7887,mike echo mike lima india praha radar contact descend to flight level one zero zero information oscar and,audio_files/audio_7887.wav,18,False,True
7888,hotel golf oscar wind check zero two zero degrees one one knots can you still accept one four,audio_files/audio_7888.wav,18,False,True
7889,csa nine two two line up runway three one,audio_files/audio_7889.wav,9,False,True
7890,reach six four six praha radar contact,audio_files/audio_7890.wav,7,False,True
7891,csa two nine six proceed to pepik climb to flight level three nine zero,audio_files/audio_7891.wav,14,False,True
7892,ryan air nine two bravo quebec turn right heading zero nine zero,audio_files/audio_7892.wav,12,False,True
7894,ruzyne tower csa nine two delta continue taxi hodling position eighty one,audio_files/audio_7894.wav,12,False,True
7895,swedestar zero five one descend five thousand feet qnh one zero two one,audio_files/audio_7895.wav,13,False,True
7896,flight level three four zero easy four six two seven,audio_files/audio_7896.wav,10,False,True
7897,inbound kenok with high speed and intercepting localizer,audio_files/audio_7897.wav,8,False,True
7898,speed bird one zero eight hello radar contact,audio_files/audio_7898.wav,8,False,True
7899,descending flight level,audio_files/audio_7899.wav,3,False,True
7900,ve one,audio_files/audio_7900.wav,2,False,True
7901,easy eight november whiskey climb level two nine zero,audio_files/audio_7901.wav,9,False,True
7902,lufthansa seven five eight contact bratislava one two five decimal ni,audio_files/audio_7902.wav,11,False,True
7903,stop descend at level one nine zero jobair zero five,audio_files/audio_7903.wav,10,False,True
7904,praha emirates two zero good evening level three five zero on course ro,audio_files/audio_7904.wav,13,False,True
7905,departure good evening air france two four eight three by two two hotel departure cli,audio_files/audio_7905.wav,15,False,True
7906,hello lufthansa nine lima charlie roger stop at holding point landing traffic,audio_files/audio_7906.wav,12,False,True
7907,csa two nine six praha radar radar contact climb to flight level three three zero,audio_files/audio_7907.wav,15,False,True
7908,csa five seven two ruzyne tower roger,audio_files/audio_7908.wav,7,False,True
7909,cleared to land runway three one sky travel one one nine three,audio_files/audio_7909.wav,12,False,True
7910,csa five victor papa now reduce to two three zero knots,audio_files/audio_7910.wav,11,False,True
7911,lining up three one csa three seven alfa,audio_files/audio_7911.wav,8,False,True
7912,radar oscar kilo hotel kilo sierra,audio_files/audio_7912.wav,6,False,True
7913,cargo lux seven nine eight praha radar contact,audio_files/audio_7913.wav,8,False,True
7914,thank you cimber three five two,audio_files/audio_7914.wav,6,False,True
7915,qantas four twenty six wind two six zero degrees eight knots runway one six right cleared to land,audio_files/audio_7915.wav,18,False,True
7916,lufthansa six romeo victor hello radar contact climb to flight level three two zero,audio_files/audio_7916.wav,14,False,True
7917,descending four thousand,audio_files/audio_7917.wav,3,False,True
7918,praha good evening oscar echo delta golf with you climbing flight level two eight zero to,audio_files/audio_7918.wav,16,False,True
7919,correct jobair zero seven one and contact radar one one eight decimal three seven five one eight three seve,audio_files/audio_7919.wav,19,False,True
7920,clear to land three one swiss one six zero,audio_files/audio_7920.wav,9,False,True
7921,bee line three papa p track distance to touch down five two miles,audio_files/audio_7921.wav,13,False,True
7922,lufthansa six romeo papa descending level two nine zero to be letko at,audio_files/audio_7922.wav,13,False,True
7923,singapore three four six contact apron one two one decimal seven five five bye bye,audio_files/audio_7923.wav,15,False,True
7924,five five alfa two,audio_files/audio_7924.wav,4,False,True
7925,ven five eight eight,audio_files/audio_7925.wav,4,False,True
7926,lufthansa nine alfa foxtrot descend flight level two nine zero,audio_files/audio_7926.wav,10,False,True
7927,russia two zero one departure ahead atr,audio_files/audio_7927.wav,7,False,True
7928,climb flight level nine zero speed bird three zero c that s correct and no speed,audio_files/audio_7928.wav,16,False,True
7929,five five six on the stand five two standby,audio_files/audio_7929.wav,9,False,True
7930,one three four four seven five emirates two zero thank you good night,audio_files/audio_7930.wav,13,False,True
7931,descending flight level eight zero csa seven two seven,audio_files/audio_7931.wav,9,False,True
7932,establish localizer csa six three fi,audio_files/audio_7932.wav,6,False,True
7933,one two five,audio_files/audio_7933.wav,3,False,True
7934,best possible request three one or three three three zero roger climb flight level three three zero,audio_files/audio_7934.wav,17,True,False
7935,one two one decimal nine sierra victor mike two two one bye bye,audio_files/audio_7935.wav,13,False,True
